Customer_ID,engagement_risk,revenue_risk,conversion_risk,trust_risk,customer_risk_score,risk_level,Segment_Label
CUST00001,24.989961110566064,21.04297650110402,31.76836378541864,66.66666666666667,31.751972229855685,Medium Risk,Silver
CUST00002,4.219219286336244,2.071562773674755,25.043259731044643,18.75,10.96054955076446,Low Risk,Iron
CUST00003,13.550939234947851,7.216718899295406,36.97801350170952,83.33333333333334,27.97480081570036,Low Risk,Copper
CUST00004,24.86428918755206,29.7330156080611,23.774963008742453,0.0,22.322932190869558,Low Risk,Silver
CUST00005,42.95668216471158,47.45345680552359,40.21121251744814,16.666666666666668,39.67584482043258,Medium Risk,Gold
CUST00006,49.52539919236429,57.54773273526223,45.96229038383239,58.333333333333336,52.36251217424605,Medium Risk,Gold
CUST00007,79.16678223549222,92.01200857498158,39.635067237267954,58.333333333333336,70.01240405245912,High Risk,Platinum
CUST00008,6.175223518536297,2.80386980122452,29.234358880713952,6.25,10.939817716106733,Low Risk,Iron
CUST00009,18.14605382022112,7.2093630362739205,35.380395197931534,27.083333333333332,20.514223856431396,Low Risk,Copper
CUST00010,19.031327515494645,9.772701260656035,24.258980422608353,22.916666666666668,18.143453738497293,Low Risk,Copper
CUST00011,80.75534112691096,87.074128323802,43.554780210731955,52.083333333333336,69.05003588789688,High Risk,Platinum
CUST00012,6.112082023095845,2.7222994530684366,33.87632560838073,25.0,14.869395844944467,Low Risk,Iron
CUST00013,16.128586940703066,9.151979588766105,33.78972588297443,14.583333333333334,18.21910142958436,Low Risk,Copper
CUST00014,51.260262497958045,45.44546051946281,26.867064989448576,66.66666666666667,45.7284831525884,Medium Risk,Gold
CUST00015,39.32048391045241,53.08691620874705,36.52993429332308,14.583333333333334,39.042203609090606,Medium Risk,Gold
CUST00016,52.108014744544434,54.696718539218196,43.64356825774743,14.583333333333334,45.13981204956564,Medium Risk,Gold
CUST00017,29.139879242893517,20.176836490224545,34.620029424554,8.333333333333334,24.700022076073914,Low Risk,Silver
CUST00018,36.205818634163634,20.424608190984955,26.359031036764584,4.166666666666667,24.20388580673572,Low Risk,Silver
CUST00019,26.06374751164576,26.627645442258405,26.412413248072944,25.0,26.160521198189485,Low Risk,Silver
CUST00020,47.57507608327927,38.51370415284763,27.4456991916859,62.5,42.06305886875954,Medium Risk,Gold
CUST00021,14.923124875603637,7.7735268662608945,30.937212174220694,75.0,25.793298566114533,Low Risk,Copper
CUST00022,52.278385202382616,38.06200015174683,36.92036454008038,62.5,45.70720674125893,Medium Risk,Gold
CUST00023,47.26415436421793,56.103012946061725,31.643529668574402,14.583333333333334,41.1085326102275,Medium Risk,Gold
CUST00024,30.71673093313949,21.626558780675687,35.414179255679414,58.333333333333336,33.30653172806441,Medium Risk,Silver
CUST00025,23.819567188963028,26.796431634840555,31.96339312685408,2.0833333333333335,23.488147928854595,Low Risk,Silver
CUST00026,14.448807315692727,13.190464126664875,33.96837021920739,4.166666666666667,17.408873987509125,Low Risk,Copper
CUST00027,55.61103953587966,50.459304202229646,39.34881531546903,56.25,50.09580695030005,Medium Risk,Gold
CUST00028,27.46867242954938,21.01060813182941,22.543126929230205,50.0,27.679565900721187,Low Risk,Silver
CUST00029,26.61546856964504,33.1555494971136,22.227668870489232,0.0,23.488222637649898,Low Risk,Silver
CUST00030,78.08174267740648,65.7993392583181,47.40784075024816,2.0833333333333335,55.32878476827942,Medium Risk,Platinum
CUST00031,16.89270472393103,11.376793795355262,19.7658780815958,0.0,13.422319076184838,Low Risk,Copper
CUST00032,51.08622549459877,51.99949589190482,23.80667234363124,6.25,37.81488450185889,Medium Risk,Gold
CUST00033,60.07311620345431,63.95606543631713,33.961721532917316,56.25,54.13668487516076,Medium Risk,Platinum
CUST00034,6.3282543092491235,1.8295008686862713,41.91245555838532,66.66666666666667,22.92544044297695,Low Risk,Iron
CUST00035,5.610700225843294,4.071148684882287,27.803834125875568,41.666666666666664,16.105513204686567,Low Risk,Iron
CUST00036,10.957968700642056,10.40884195311023,23.341895138659815,27.083333333333332,16.30801698079064,Low Risk,Copper
CUST00037,24.382137373798013,28.561375803583026,33.36886107773884,27.083333333333332,28.287769222649022,Low Risk,Silver
CUST00038,62.66848336825566,65.44274708048111,35.577929583532665,52.083333333333336,55.1403515305042,Medium Risk,Platinum
CUST00039,18.218609192547113,13.30481436090796,22.188003633217427,2.0833333333333335,15.316527974340877,Low Risk,Copper
CUST00040,28.542064308111584,30.130450829527874,24.100533933204723,14.583333333333334,25.814388024593015,Low Risk,Silver
CUST00041,54.84176194865258,38.71103932428939,36.32877395970638,60.416666666666664,46.21053387180919,Medium Risk,Gold
CUST00042,32.508488238827695,29.100462827814937,22.604837058038626,79.16666666666667,36.00889458450244,Medium Risk,Silver
CUST00043,72.40229648611728,69.64384505877618,33.63836009068472,52.083333333333336,58.835932486139214,Medium Risk,Platinum
CUST00044,6.305703869125521,2.7807991399298624,38.590798972421936,95.83333333333334,26.748650645822103,Low Risk,Iron
CUST00045,52.01089916853753,56.182165632945,35.99625563896349,14.583333333333334,43.644483350185624,Medium Risk,Gold
CUST00046,16.79453526075151,11.517982641706457,36.86282265509256,70.83333333333333,28.334461034510525,Low Risk,Copper
CUST00047,27.832919194384026,20.721517571124892,28.59810369845619,25.0,25.46585695426672,Low Risk,Silver
